                                    lz                                    | mp_code |                mp_name                |     mn_name      |      dc_name       |  pr_name   
 59201 - ZALCM: Lowveld open access mixed farming                         |  968067 | Sinthumule                            | Makhado          | Vhembe             | Limpopo
 59202 - ZANOC: Northern open access cattle and dryland crops             |  968067 | Sinthumule                            | Makhado          | Vhembe             | Limpopo
 59301 - ZALOF: North eastern Limpopo open access farming                 |  968067 | Sinthumule                            | Makhado          | Vhembe             | Limpopo
 59202 - ZANOC: Northern open access cattle and dryland crops             |  968001 | Smokey                                | Makhado          | Vhembe             | Limpopo
 59202 - ZANOC: Northern open access cattle and dryland crops             |  968007 | Starlight                             | Makhado          | Vhembe             | Limpopo
 59202 - ZANOC: Northern open access cattle and dryland crops             |  968038 | Themba Luvhilo                        | Makhado          | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  968141 | Thembisa                              | Makhado          | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  968074 | Thondoni                              | Makhado          | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  968142 | Thothololo                            | Makhado          | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  968127 | Thovhalas-Kraal                       | Makhado          | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  968130 | Tiyani                                | Makhado          | Vhembe             | Limpopo
 59301 - ZALOF: North eastern Limpopo open access farming                 |  968078 | Tshakhuma                             | Makhado          | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  968073 | Tshamavhudzi                          | Makhado          | Vhembe             | Limpopo
 59301 - ZALOF: North eastern Limpopo open access farming                 |  968031 | Tshavhalovhedzi                       | Makhado          | Vhembe             | Limpopo
 59301 - ZALOF: North eastern Limpopo open access farming                 |  968065 | Tshedza                               | Makhado          | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  968072 | Tshiendeulu                           | Makhado          | Vhembe             | Limpopo
 59202 - ZANOC: Northern open access cattle and dryland crops             |  968072 | Tshiendeulu                           | Makhado          | Vhembe             | Limpopo
 59202 - ZANOC: Northern open access cattle and dryland crops             |  968028 | Tshikhudo                             | Makhado          | Vhembe             | Limpopo
 59301 - ZALOF: North eastern Limpopo open access farming                 |  968028 | Tshikhudo                             | Makhado          | Vhembe             | Limpopo
 59202 - ZANOC: Northern open access cattle and dryland crops             |  968045 | Tshikikinini                          | Makhado          | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  968117 | Tshikumbu                             | Makhado          | Vhembe             | Limpopo
 59202 - ZANOC: Northern open access cattle and dryland crops             |  968052 | Tshikuwi                              | Makhado          | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  968090 | Tshilaphala                           | Makhado          | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  968091 | Tshimbupfe                            | Makhado          | Vhembe             | Limpopo
 59301 - ZALOF: North eastern Limpopo open access farming                 |  968054 | Tshirenzheni                          | Makhado          | Vhembe             | Limpopo
 59202 - ZANOC: Northern open access cattle and dryland crops             |  968046 | Tshirolwe                             | Makhado          | Vhembe             | Limpopo
 59301 - ZALOF: North eastern Limpopo open access farming                 |  968059 | Tshiswenda                            | Makhado          | Vhembe             | Limpopo
 59202 - ZANOC: Northern open access cattle and dryland crops             |  968014 | Tshitadi                              | Makhado          | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  968139 | Tshitale                              | Makhado          | Vhembe             | Limpopo
 59202 - ZANOC: Northern open access cattle and dryland crops             |  968057 | Tshituni A                            | Makhado          | Vhembe             | Limpopo
 59202 - ZANOC: Northern open access cattle and dryland crops             |  968034 | Tshituni B                            | Makhado          | Vhembe             | Limpopo
 59202 - ZANOC: Northern open access cattle and dryland crops             |  968016 | Tshitwi                               | Makhado          | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  968098 | Tshivhade                             | Makhado          | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  968114 | Tshivhuyuni                           | Makhado          | Vhembe             | Limpopo
 59301 - ZALOF: North eastern Limpopo open access farming                 |  968077 | Tsianda                               | Makhado          | Vhembe             | Limpopo
 59301 - ZALOF: North eastern Limpopo open access farming                 |  968089 | Valdezia                              | Makhado          | Vhembe             | Limpopo
 59301 - ZALOF: North eastern Limpopo open access farming                 |  968064 | Vhulaudzi                             | Makhado          | Vhembe             | Limpopo
 59202 - ZANOC: Northern open access cattle and dryland crops             |  968026 | Vhutuwa nga Dzebu                     | Makhado          | Vhembe             | Limpopo
 59301 - ZALOF: North eastern Limpopo open access farming                 |  968026 | Vhutuwa nga Dzebu                     | Makhado          | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  968110 | Vleifontein                           | Makhado          | Vhembe             | Limpopo
 59881 - ZAULM: Urban, residential, low-rise affluent and middle-income   |  968110 | Vleifontein                           | Makhado          | Vhembe             | Limpopo
 59301 - ZALOF: North eastern Limpopo open access farming                 |  968076 | Vuvha A                               | Makhado          | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  968092 | Vuwani                                | Makhado          | Vhembe             | Limpopo
 59881 - ZAULM: Urban, residential, low-rise affluent and middle-income   |  968092 | Vuwani                                | Makhado          | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  968085 | Vyeboom                               | Makhado          | Vhembe             | Limpopo
 59301 - ZALOF: North eastern Limpopo open access farming                 |  968085 | Vyeboom                               | Makhado          | Vhembe             | Limpopo
 59151 - ZALER: Central Limpopo cattle ranching                           |  967003 | Beit Bridge                           | Musina           | Vhembe             | Limpopo
 59351 - ZALIC: Limpopo River intensive crop farming                      |  967006 | Madimbo                               | Musina           | Vhembe             | Limpopo
 59351 - ZALIC: Limpopo River intensive crop farming                      |  967005 | Malale                                | Musina           | Vhembe             | Limpopo
 59903 - ZAPRO: Protected nature, forest or game reserve, gazetted        |  967001 | Mapungubwe Nature Reserve             | Musina           | Vhembe             | Limpopo
 59151 - ZALER: Central Limpopo cattle ranching                           |  967007 | Mopane                                | Musina           | Vhembe             | Limpopo
 59806 - ZAUIN: Urban, industrial / transport                             |  967004 | Musina                                | Musina           | Vhembe             | Limpopo
 59852 - ZAUUH: Urban, residential, municipal high-rise high unemployment |  967004 | Musina                                | Musina           | Vhembe             | Limpopo
 59881 - ZAULM: Urban, residential, low-rise affluent and middle-income   |  967004 | Musina                                | Musina           | Vhembe             | Limpopo
 59903 - ZAPRO: Protected nature, forest or game reserve, gazetted        |  967004 | Musina                                | Musina           | Vhembe             | Limpopo
 59151 - ZALER: Central Limpopo cattle ranching                           |  967002 | Musina NU                             | Musina           | Vhembe             | Limpopo
 59152 - ZALGR: Lowveld game ranching                                     |  967002 | Musina NU                             | Musina           | Vhembe             | Limpopo
 59351 - ZALIC: Limpopo River intensive crop farming                      |  967002 | Musina NU                             | Musina           | Vhembe             | Limpopo
 59903 - ZAPRO: Protected nature, forest or game reserve, gazetted        |  967002 | Musina NU                             | Musina           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965013 | Bale                                  | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965005 | Bende Mutale                          | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965016 | Bileni                                | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965031 | Dambale                               | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965028 | Domboni                               | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965074 | Dotha                                 | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965011 | Dovha                                 | Mutale           | Vhembe             | Limpopo
 59301 - ZALOF: North eastern Limpopo open access farming                 |  965122 | Dzamba                                | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965113 | Dzimauli                              | Mutale           | Vhembe             | Limpopo
 59301 - ZALOF: North eastern Limpopo open access farming                 |  965113 | Dzimauli                              | Mutale           | Vhembe             | Limpopo
 59302 - ZALOI: Lowveld open access irrigated cropping                    |  965113 | Dzimauli                              | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965108 | Fefe                                  | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965044 | Folovhodwe                            | Mutale           | Vhembe             | Limpopo
 59805 - ZAUNT: Traditional tenure industrial area                        |  965044 | Folovhodwe                            | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965110 | Gogogo                                | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965104 | Goma                                  | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965087 | Gombani                               | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965001 | Gumbu                                 | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965063 | Gumela                                | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965067 | Gundani                               | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965071 | Guyuni                                | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965085 | Gwagwathini                           | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965042 | Gwakwani                              | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965090 | Ha-Mabila                             | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965057 | Ha-Makuya                             | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965009 | Ha-Nkotswi                            | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965089 | Helula A                              | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965072 | Helula B                              | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965125 | Khakhu                                | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965065 | Khavhambe                             | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965098 | Khunguni                              | Mutale           | Vhembe             | Limpopo
 59903 - ZAPRO: Protected nature, forest or game reserve, gazetted        |  965039 | Kruger National Park                  | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965062 | Lamvi                                 | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965112 | Ludzie                                | Mutale           | Vhembe             | Limpopo
 59301 - ZALOF: North eastern Limpopo open access farming                 |  965121 | Luheni                                | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965077 | Lurangwe                              | Mutale           | Vhembe             | Limpopo
 59301 - ZALOF: North eastern Limpopo open access farming                 |  965119 | Mabulo                                | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965019 | Mabvete                               | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965006 | Madangani                             | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965102 | Madashishi                            | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965106 | Mafhohoni                             | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965080 | Mafukani                              | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965096 | Maheni                                | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965014 | Makavhini                             | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965095 | Makwilidza                            | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965094 | Mangaya                               | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965114 | Mangwele                              | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965017 | Mapakoni                              | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965081 | Mapate                                | Mutale           | Vhembe             | Limpopo
 59301 - ZALOF: North eastern Limpopo open access farming                 |  965117 | Mapuloni                              | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965012 | Maramanzhi                            | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965049 | Marulwe                               | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965020 | Maseha                                | Mutale           | Vhembe             | Limpopo
 59880 - ZAULT: Formal residential in traditional tenure                  |  965007 | Masisi                                | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965060 | Masunda                               | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965040 | Matatani                              | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965018 | Mataulu                               | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965076 | Matavhela                             | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965093 | Matsheketsheke                        | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965021 | Matshena                              | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965103 | Mavhode                               | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965109 | Mavhuwa                               | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965127 | Mazwimba                              | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965038 | Mbodi                                 | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965037 | Mbodi Tsha Fasi                       | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965052 | Mbuyuni                               | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965111 | Mokololwe                             | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965053 | Mpobuleni                             | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965075 | Mufulwi                               | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965115 | Mufungudi                             | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965068 | Muhotoni                              | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965124 | Muiladi                               | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965091 | Mukondeni                             | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965047 | Mukovhabale                           | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965025 | Mukumawabane                          | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965022 | Mukununde                             | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965083 | Muledzhi                              | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965046 | Muraluwe                              | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965027 | Mushithe                              | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965050 | Musunda                               | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965048 | Muswodi                               | Mutale           | Vhembe             | Limpopo
 59152 - ZALGR: Lowveld game ranching                                     |  965002 | Mutale Munic NU                       | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965002 | Mutale Munic NU                       | Mutale           | Vhembe             | Limpopo
 59301 - ZALOF: North eastern Limpopo open access farming                 |  965002 | Mutale Munic NU                       | Mutale           | Vhembe             | Limpopo
 59302 - ZALOI: Lowveld open access irrigated cropping                    |  965002 | Mutale Munic NU                       | Mutale           | Vhembe             | Limpopo
 59903 - ZAPRO: Protected nature, forest or game reserve, gazetted        |  965002 | Mutale Munic NU                       | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965023 | Mutele                                | Mutale           | Vhembe             | Limpopo
 59301 - ZALOF: North eastern Limpopo open access farming                 |  965118 | Mutshavhawe                           | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965064 | Mutshikilini                          | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965059 | Mutsuludi                             | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965070 | Mvala                                 | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965073 | Netshitondoni                         | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965084 | Ngalavhani                            | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965079 | Nghwengoni                            | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965026 | Sanari                                | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965055 | Shakadza                              | Mutale           | Vhembe             | Limpopo
 59301 - ZALOF: North eastern Limpopo open access farming                 |  965123 | Sheshe                                | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965003 | Sigonde                               | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965045 | Tahari                                | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965100 | Thengwe                               | Mutale           | Vhembe             | Limpopo
 59852 - ZAUUH: Urban, residential, municipal high-rise high unemployment |  965100 | Thengwe                               | Mutale           | Vhembe             | Limpopo
 59880 - ZAULT: Formal residential in traditional tenure                  |  965100 | Thengwe                               | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965078 | Thogani                               | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965024 | Thondoni                              | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965043 | Travenna                              | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965088 | Tsaande B                             | Mutale           | Vhembe             | Limpopo
 59301 - ZALOF: North eastern Limpopo open access farming                 |  965120 | Tshagwa                               | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965058 | Tshambuka                             | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965105 | Tshamulungwi                          | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965015 | Tshamutavha                           | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965056 | Tshamutore                            | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965092 | Tshanzhe                              | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965004 | Tshenzhelani                          | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965126 | Tshiavha                              | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965036 | Tshifunguduwe                         | Mutale           | Vhembe             | Limpopo
 59152 - ZALGR: Lowveld game ranching                                     |  965030 | Tshikondeni A                         | Mutale           | Vhembe             | Limpopo
 59880 - ZAULT: Formal residential in traditional tenure                  |  965032 | Tshikondeni B                         | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965008 | Tshikuyu                              | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965101 | Tshilamba                             | Mutale           | Vhembe             | Limpopo
 59881 - ZAULM: Urban, residential, low-rise affluent and middle-income   |  965101 | Tshilamba                             | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965010 | Tshilamusa                            | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965107 | Tshilavulu                            | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965082 | Tshiozwi                              | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965034 | Tshipale                              | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965035 | Tshipise                              | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965051 | Tshirunzini                           | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965069 | Tshitambe                             | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965099 | Tshitandani  A                        | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965097 | Tshitandani B                         | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965061 | Tshitanzhe                            | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965029 | Tshiungani                            | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965041 | Tshivhongweni                         | Mutale           | Vhembe             | Limpopo
 59301 - ZALOF: North eastern Limpopo open access farming                 |  965116 | Tshixwadza                            | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965054 | Tshokotshoko                          | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965066 | Vhurivhuri                            | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965086 | Vuvha B                               | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  965033 | Zwigodini                             | Mutale           | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  966225 | Altein                                | Thulamela        | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  966092 | Basani                                | Thulamela        | Vhembe             | Limpopo
 59301 - ZALOF: North eastern Limpopo open access farming                 |  966015 | Begwa                                 | Thulamela        | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  966136 | Bevula                                | Thulamela        | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  966026 | Botsoleni                             | Thulamela        | Vhembe             | Limpopo
 59301 - ZALOF: North eastern Limpopo open access farming                 |  966163 | Budeli                                | Thulamela        | Vhembe             | Limpopo
 59301 - ZALOF: North eastern Limpopo open access farming                 |  966042 | Buluni                                | Thulamela        | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  966220 | Bulwini                               | Thulamela        | Vhembe             | Limpopo
 59302 - ZALOI: Lowveld open access irrigated cropping                    |  966052 | Damani                                | Thulamela        | Vhembe             | Limpopo
 59301 - ZALOF: North eastern Limpopo open access farming                 |  966180 | Dididi                                | Thulamela        | Vhembe             | Limpopo
 59302 - ZALOI: Lowveld open access irrigated cropping                    |  966044 | Dimani                                | Thulamela        | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  966123 | Dlamini                               | Thulamela        | Vhembe             | Limpopo
 59301 - ZALOF: North eastern Limpopo open access farming                 |  966102 | Dopeni                                | Thulamela        | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  966176 | Doveni                                | Thulamela        | Vhembe             | Limpopo
 59301 - ZALOF: North eastern Limpopo open access farming                 |  966149 | Dumasi                                | Thulamela        | Vhembe             | Limpopo
 59301 - ZALOF: North eastern Limpopo open access farming                 |  966166 | Duthuni                               | Thulamela        | Vhembe             | Limpopo
 59301 - ZALOF: North eastern Limpopo open access farming                 |  966192 | Dzindi                                | Thulamela        | Vhembe             | Limpopo
 59301 - ZALOF: North eastern Limpopo open access farming                 |  966121 | Dzingahe                              | Thulamela        | Vhembe             | Limpopo
 59302 - ZALOI: Lowveld open access irrigated cropping                    |  966039 | Dzivhadolo                            | Thulamela        | Vhembe             | Limpopo
 59301 - ZALOF: North eastern Limpopo open access farming                 |  966021 | Dzwaboni                              | Thulamela        | Vhembe             | Limpopo
 59301 - ZALOF: North eastern Limpopo open access farming                 |  966205 | Dzwerani                              | Thulamela        | Vhembe             | Limpopo
 59301 - ZALOF: North eastern Limpopo open access farming                 |  966105 | Fondwe                                | Thulamela        | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  966018 | Gaba                                  | Thulamela        | Vhembe             | Limpopo
 59301 - ZALOF: North eastern Limpopo open access farming                 |  966018 | Gaba                                  | Thulamela        | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  966160 | Gandlanani                            | Thulamela        | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  966189 | Gidjana                               | Thulamela        | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  966187 | Gijamhandzeni                         | Thulamela        | Vhembe             | Limpopo
 59301 - ZALOF: North eastern Limpopo open access farming                 |  966048 | Gonani                                | Thulamela        | Vhembe             | Limpopo
 59301 - ZALOF: North eastern Limpopo open access farming                 |  966135 | Gondeni A                             | Thulamela        | Vhembe             | Limpopo
 59301 - ZALOF: North eastern Limpopo open access farming                 |  966114 | Gondeni B                             | Thulamela        | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  966191 | Govu                                  | Thulamela        | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  966158 | Green Farm                            | Thulamela        | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  966213 | Gumbani                               | Thulamela        | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  966007 | Ha-Lambani                            | Thulamela        | Vhembe             | Limpopo
 59302 - ZALOI: Lowveld open access irrigated cropping                    |  966081 | Ha-Matsika                            | Thulamela        | Vhembe             | Limpopo
 59301 - ZALOF: North eastern Limpopo open access farming                 |  966079 | Ha-Radali                             | Thulamela        | Vhembe             | Limpopo
 59201 - ZALCM: Lowveld open access mixed farming                         |  966214 | Hasane                                | Thulamela        | Vhembe             | Limpopo
 59301 - ZALOF: North eastern Limpopo open access farming                 |  966151 | Hatshisele                            | Thulamela        | Vhembe             | Limpopo
